Fecha	Fraude	Incidencias y Fallas
2017-07-26	0,00	0,00
2017-07-27	0,00	0,00
2017-07-28	95,96	0,00
2017-07-31	53,69	0,00
2017-08-01	0,00	0,00
2017-08-02	0,00	0,00
2017-08-03	25,58	0,00
2017-08-04	14,72	0,00
2017-08-07	87,38	0,00
2017-08-08	29,57	0,00
2017-08-09	5,54	0,00
2017-08-10	21,40	0,00
2017-08-11	0,41	0,00
2017-08-14	5,17	0,00
2017-08-15	4,41	0,00
2017-08-16	0,00	0,00
2017-08-17	59,82	0,00
2017-08-18	0,00	0,00
2017-08-21	0,00	0,00
2017-08-22	1,74	0,00
2017-08-23	1,93	0,00
2017-08-24	9,57	0,00
2017-08-25	0,00	0,00
2017-08-28	6,63	0,00
2017-08-29	0,00	0,00
2017-08-30	0,00	0,00
2017-08-31	0,00	0,00
2017-09-01	54,14	0,00
2017-09-04	99,17	0,00
2017-09-05	38,09	0,00
2017-09-06	0,00	0,00
2017-09-07	0,62	0,00
2017-09-08	1,47	0,00
2017-09-11	0,00	0,00
2017-09-12	0,00	0,00
2017-09-13	2,23	0,00
2017-09-14	32,34	0,00
2017-09-15	0,00	0,00
2017-09-18	287,72	0,00
2017-09-19	24,55	0,00
2017-09-20	0,00	0,00
2017-09-21	18,18	0,00
2017-09-22	0,00	0,00
2017-09-25	0,00	0,00
2017-09-26	0,00	0,00
2017-09-27	62,19	0,00
2017-09-28	0,00	0,00
2017-09-29	0,00	0,00
2017-10-02	0,00	0,00
2017-10-03	208,94	0,00
2017-10-04	0,00	0,00
2017-10-05	6,51	0,00
2017-10-06	4,73	0,00
2017-10-09	0,00	0,00
2017-10-10	86,13	0,00
2017-10-11	0,00	0,00
2017-10-12	5,44	0,00
2017-10-13	0,00	0,00
2017-10-16	0,00	0,00
2017-10-17	33,69	0,00
2017-10-18	0,00	0,00
2017-10-19	0,00	0,00
2017-10-20	0,00	0,00
2017-10-23	46,24	0,00
2017-10-24	0,00	0,00
2017-10-25	0,00	0,00
2017-10-26	0,00	0,00
2017-10-27	0,00	0,00
2017-10-30	2,67	0,00
2017-10-31	13,59	0,00
2017-11-01	0,00	0,00
2017-11-02	89,85	0,00
2017-11-03	0,00	0,00
2017-11-06	8,65	0,00
2017-11-07	0,93	0,00
2017-11-08	0,00	0,00
2017-11-09	0,00	0,00
2017-11-10	0,00	0,00
2017-11-13	0,00	0,00
2017-11-14	0,00	0,00
2017-11-15	0,00	0,00
2017-11-16	0,00	0,00
2017-11-17	0,00	0,00
2017-11-20	0,00	0,00
2017-11-21	0,00	0,00
2017-11-22	0,00	0,00
2017-11-23	0,00	0,00
2017-11-24	0,00	0,00
2017-11-27	0,00	0,00
2017-11-28	0,00	0,00
2017-11-29	0,00	0,00
2017-11-30	0,00	0,00
2017-12-01	0,00	0,00
2017-12-04	11,08	0,00
2017-12-05	0,00	0,00
2017-12-06	0,00	0,00
2017-12-07	0,00	0,00
2017-12-08	1,83	0,00
2017-12-11	0,00	0,00
2017-12-12	0,00	0,00
2017-12-13	0,00	0,00
2017-12-14	3,45	0,00
2017-12-15	0,00	0,00
2017-12-18	0,00	0,00
2017-12-19	0,00	0,00
2017-12-20	0,00	0,00
2017-12-21	0,00	0,00
2017-12-22	0,00	0,00
2017-12-25	0,00	0,00
2017-12-26	0,00	0,00
2017-12-27	0,00	0,00
2017-12-28	2,62	0,00
2017-12-29	4,14	0,00
2018-01-01	0,00	0,00
2018-01-02	0,00	0,00
2018-01-03	0,00	0,00
2018-01-04	16,35	0,00
2018-01-05	1,15	0,00
2018-01-08	0,00	0,00
2018-01-09	3,02	0,00
2018-01-10	7,62	0,00
2018-01-11	16,97	0,00
2018-01-12	0,00	0,00
2018-01-15	0,00	0,00
2018-01-16	5,47	0,00
2018-01-17	0,00	0,00
2018-01-18	0,00	0,00
2018-01-19	0,00	0,00
2018-01-22	0,00	0,00
2018-01-23	0,00	0,00
2018-01-24	0,00	0,00
2018-01-25	0,00	0,00
2018-01-26	0,00	0,00
2018-01-29	0,00	0,00
2018-01-30	0,00	0,00
2018-01-31	6,65	0,00
2018-02-01	12,42	0,00
2018-02-02	0,00	0,00
2018-02-05	9,21	0,00
2018-02-06	23,12	0,00
2018-02-07	0,00	0,00
2018-02-08	0,00	0,00
2018-02-09	32,68	0,00
2018-02-12	0,00	0,00
2018-02-13	0,00	0,00
2018-02-14	0,00	0,00
2018-02-15	0,00	0,00
2018-02-16	0,00	0,00
2018-02-19	0,00	0,00
2018-02-20	0,00	0,00
2018-02-21	0,00	0,00
2018-02-22	0,00	0,00
2018-02-23	26,59	0,00
2018-02-26	0,00	0,00
2018-02-27	3,50	0,00
2018-02-28	0,00	0,00
2018-03-01	0,00	0,00
2018-03-02	0,00	0,00
2018-03-05	40,45	0,00
2018-03-06	0,00	0,00
2018-03-07	0,00	0,00
2018-03-08	11,09	0,00
2018-03-09	0,00	0,00
2018-03-12	0,00	0,00
2018-03-13	0,00	0,00
2018-03-14	0,00	0,00
2018-03-15	0,00	0,00
2018-03-16	0,00	0,00
2018-03-19	0,00	0,00
2018-03-20	0,00	0,00
2018-03-21	0,00	0,00
2018-03-22	37,35	0,00
2018-03-23	0,00	0,00
2018-03-26	0,00	0,00
2018-03-27	6,85	0,00
2018-03-28	0,00	0,00
2018-03-29	0,00	0,00
2018-03-30	0,00	0,00
2018-04-02	0,00	0,00
2018-04-03	17,96	0,00
2018-04-04	0,00	0,00
2018-04-05	16,95	0,00
2018-04-06	0,00	0,00
2018-04-09	0,00	0,00
2018-04-10	0,00	0,00
2018-04-11	4,01	0,00
2018-04-12	29,15	0,00
2018-04-13	0,00	0,00
2018-04-16	0,00	0,00
2018-04-17	54,86	0,00
2018-04-18	11,01	0,00
2018-04-19	29,13	0,00
2018-04-20	0,00	0,00
2018-04-23	13,20	0,00
2018-04-24	4,76	0,00
2018-04-25	0,00	0,00
2018-04-26	26,64	0,00
2018-04-27	0,00	0,00
2018-04-30	0,00	0,00
2018-05-01	0,00	0,00
2018-05-02	0,00	0,00
2018-05-03	4,34	0,00
2018-05-04	8,20	0,00
2018-05-07	0,00	0,00
2018-05-08	60,44	0,00
2018-05-09	9,17	0,00
2018-05-10	0,00	0,00
2018-05-11	56,27	0,00
2018-05-14	0,00	0,00
2018-05-15	0,00	0,00
2018-05-16	0,00	0,00
2018-05-17	0,00	0,00
2018-05-18	33,79	0,00
2018-05-21	0,00	0,00
2018-05-22	0,00	0,00
2018-05-23	0,00	0,00
2018-05-24	0,00	0,00
2018-05-25	0,00	0,00
2018-05-28	0,00	0,00
2018-05-29	0,00	0,00
2018-05-30	0,00	0,00
2018-05-31	0,00	0,00
2018-06-01	0,00	0,00
2018-06-04	0,00	0,00
2018-06-05	0,00	0,00
2018-06-06	0,00	0,00
2018-06-07	0,00	0,00
2018-06-08	0,00	0,00
2018-06-11	0,00	0,00
2018-06-12	0,00	0,00
2018-06-13	0,00	0,00
2018-06-14	0,00	0,00
2018-06-15	0,00	0,00
2018-06-18	0,00	0,00
2018-06-19	8,53	0,00
2018-06-20	3,51	0,00
2018-06-21	0,00	0,00
2018-06-22	0,00	0,00
2018-06-25	0,00	0,00
2018-06-26	0,00	0,00
2018-06-27	0,00	0,00
2018-06-28	0,00	0,00
2018-06-29	0,00	0,00
2018-07-02	0,00	0,00
2018-07-03	4,19	0,00
2018-07-04	0,00	0,00
2018-07-05	2,14	0,00
2018-07-06	0,00	0,00
2018-07-09	0,00	0,00
2018-07-10	0,00	0,00
2018-07-11	7,59	0,00
2018-07-12	0,00	0,00
2018-07-13	0,00	0,00
2018-07-16	0,00	0,00
2018-07-17	0,54	0,00
2018-07-18	0,00	0,00
2018-07-19	0,00	0,00
2018-07-20	0,00	0,00
2018-07-23	0,00	0,00
2018-07-24	0,00	0,00
2018-07-25	0,00	0,00
2018-07-26	3,76	0,00
2018-07-27	0,00	0,00
2018-07-30	0,00	0,00
2018-07-31	1,28	0,00
2018-08-01	0,00	0,00
2018-08-02	0,00	0,00
2018-08-03	0,00	0,00
2018-08-06	0,00	0,00
2018-08-07	0,00	0,00
2018-08-08	0,00	0,00
2018-08-09	0,00	0,00
2018-08-10	3,65	0,00
2018-08-13	0,00	0,00
2018-08-14	0,00	0,00
2018-08-15	0,00	0,00
2018-08-16	0,00	0,00
2018-08-17	0,00	0,00
2018-08-20	0,00	0,00
2018-08-21	0,00	0,00
2018-08-22	0,00	0,00
2018-08-23	0,00	0,00
2018-08-24	0,00	0,00
2018-08-27	0,00	0,00
2018-08-28	0,00	0,00
2018-08-29	0,00	0,00
2018-08-30	16,54	0,00
2018-08-31	0,00	0,00
2018-09-03	0,00	0,00
2018-09-04	0,00	0,00
2018-09-05	0,00	0,00
2018-09-06	0,00	0,00
2018-09-07	0,00	0,00
2018-09-10	0,00	0,00
2018-09-11	0,00	0,00
2018-09-12	0,00	0,00
2018-09-13	0,00	0,00
2018-09-14	0,00	0,00
2018-09-17	0,00	0,00
2018-09-18	0,00	0,00
2018-09-19	0,00	0,00
2018-09-20	0,00	0,00
2018-09-21	0,00	0,00
2018-09-24	0,00	0,00
2018-09-25	0,00	0,00
2018-09-26	0,00	0,00
2018-09-27	0,00	0,00
2018-09-28	0,00	0,00
2018-10-01	0,00	0,00
2018-10-02	0,00	0,00
2018-10-03	15,41	0,00
2018-10-04	1,63	0,00
2018-10-05	0,49	0,00
2018-10-08	18,16	0,00
2018-10-09	10,05	0,00
2018-10-10	3,63	0,00
2018-10-11	0,00	0,00
2018-10-12	0,00	0,00
2018-10-15	0,36	0,00
2018-10-16	0,00	0,00
2018-10-17	0,00	0,00
2018-10-18	0,00	0,00
2018-10-19	23,23	0,00
2018-10-22	0,00	0,00
2018-10-23	0,00	0,00
2018-10-24	0,00	0,00
2018-10-25	2,67	0,00
2018-10-26	0,00	0,00
2018-10-29	4,17	0,00
2018-10-30	1,87	0,00
2018-10-31	1,75	0,00
2018-11-01	0,00	0,00
2018-11-02	0,00	0,00
2018-11-05	0,00	0,00
2018-11-06	0,00	0,00
2018-11-07	0,00	0,00
2018-11-08	0,00	0,00
2018-11-09	10,61	0,00
2018-11-12	0,00	0,00
2018-11-13	15,31	0,00
2018-11-14	6,04	0,00
2018-11-15	54,14	0,00
2018-11-16	0,00	0,00
2018-11-19	13,91	0,00
2018-11-20	0,00	0,00
2018-11-21	0,00	0,00
2018-11-22	0,00	0,00
2018-11-23	20,42	0,00
2018-11-26	0,00	0,00
2018-11-27	0,00	0,00
2018-11-28	0,00	0,00
2018-11-29	0,82	0,00
2018-11-30	0,00	0,00
2018-12-03	11,81	0,00
2018-12-04	19,31	0,00
2018-12-05	0,00	0,00
2018-12-06	0,00	0,00
2018-12-07	0,00	0,00
2018-12-10	20,99	0,00
2018-12-11	0,00	0,00
2018-12-12	0,00	0,00
2018-12-13	0,00	0,00
2018-12-14	27,81	0,00
2018-12-17	0,00	0,00
2018-12-18	0,00	0,00
2018-12-19	0,00	0,00
2018-12-20	0,00	0,00
2018-12-21	5,24	0,00
2018-12-24	0,00	0,00
2018-12-25	0,00	0,00
2018-12-26	0,00	0,00
2018-12-27	13,50	0,00
2018-12-28	23,43	0,00
2018-12-31	0,00	0,00
2019-01-01	0,00	1557,60
2019-01-02	0,00	1905,56
2019-01-03	0,00	170074,75
2019-01-04	0,00	1783,08
2019-01-07	0,00	7917,14
2019-01-08	0,00	8039,53
2019-01-09	0,00	749,89
2019-01-10	0,00	0,00
2019-01-11	0,00	0,00
2019-01-14	0,00	0,00
2019-01-15	0,00	48,38
2019-01-16	0,00	0,00
2019-01-17	0,00	0,00
2019-01-18	4,53	0,00
2019-01-21	0,00	0,00
2019-01-22	0,00	0,00
2019-01-23	2,52	0,00
2019-01-24	0,00	0,00
2019-01-25	6,79	0,00
2019-01-28	7,06	0,00
2019-01-29	16,63	0,00
2019-01-30	4,12	0,00
2019-01-31	9,30	0,00
2019-02-01	0,00	0,00
2019-02-04	8,64	0,00
2019-02-05	0,00	0,00
2019-02-06	0,00	0,00
2019-02-07	0,00	0,00
2019-02-08	0,00	0,00
2019-02-11	16,03	0,00
2019-02-12	0,84	0,00
2019-02-13	0,89	0,00
2019-02-14	0,00	0,00
2019-02-15	0,00	0,00
2019-02-18	0,00	0,00
2019-02-19	7,86	0,00
2019-02-20	0,00	0,00
2019-02-21	6,57	0,00
2019-02-22	0,00	0,00
2019-02-25	3,94	0,00
2019-02-26	7,54	0,00
2019-02-27	5,05	0,00
2019-02-28	0,00	0,00
2019-03-01	0,00	0,00
2019-03-04	0,00	0,00
2019-03-05	5,38	0,00
2019-03-06	38,99	0,00
2019-03-07	16,69	0,00
2019-03-08	0,00	0,00
2019-03-11	0,00	0,00
2019-03-12	3,11	0,00
2019-03-13	0,00	0,00
2019-03-14	10,23	0,00
2019-03-15	0,00	0,00
2019-03-18	0,00	0,00
2019-03-19	0,00	0,00
2019-03-20	0,00	0,00
2019-03-21	0,00	0,00
2019-03-22	0,00	0,00
2019-03-25	0,00	0,00
2019-03-26	0,00	0,00
2019-03-27	0,00	0,00
2019-03-28	0,00	0,00
2019-03-29	0,00	0,00
2019-04-01	0,00	285,26
2019-04-02	0,00	285,98
2019-04-03	0,00	0,00
2019-04-04	0,00	0,00
2019-04-05	0,00	0,00
2019-04-08	0,00	0,00
2019-04-09	0,00	0,00
2019-04-10	0,00	0,00
2019-04-11	0,00	0,00
2019-04-12	0,00	0,00
2019-04-15	0,00	0,00
2019-04-16	38,10	0,00
2019-04-17	0,00	0,00
2019-04-18	0,00	0,00
2019-04-19	0,00	0,00
2019-04-22	0,00	0,00
2019-04-23	0,00	0,00
2019-04-24	0,00	0,00
2019-04-25	0,00	0,00
2019-04-26	0,00	0,00
2019-04-29	8,47	0,00
2019-04-30	0,00	0,00
2019-05-01	0,00	0,00
2019-05-02	0,00	0,00
2019-05-03	0,00	0,00
2019-05-06	0,00	0,00
2019-05-07	9,44	0,00
2019-05-08	0,00	0,00
2019-05-09	1,52	0,00
2019-05-10	29,77	0,00
2019-05-13	0,47	0,00
2019-05-14	12,32	0,00
2019-05-15	0,00	0,00
2019-05-16	0,00	0,00
2019-05-17	2,89	0,00
2019-05-20	72,49	0,00
2019-05-21	0,00	0,00
2019-05-22	0,00	0,00
2019-05-23	0,00	0,00
2019-05-24	0,00	0,00
2019-05-27	0,00	0,00
2019-05-28	0,00	0,00
2019-05-29	0,00	0,00
2019-05-30	0,00	0,00
2019-05-31	0,00	0,00
2019-06-03	0,00	0,00
2019-06-04	0,00	0,00
2019-06-05	0,00	0,00
2019-06-06	0,00	0,00
2019-06-07	0,00	0,00
2019-06-10	13,73	0,00
2019-06-11	0,00	0,00
2019-06-12	0,00	0,00
2019-06-13	178,02	0,00
2019-06-14	0,00	0,00
2019-06-17	0,00	0,00
2019-06-18	0,00	0,00
2019-06-19	0,00	0,00
2019-06-20	0,00	0,00
2019-06-21	3,45	0,00
2019-06-24	0,00	0,00
2019-06-25	0,00	0,00
2019-06-26	21,67	0,00
2019-06-27	0,00	0,00
2019-06-28	0,00	0,00
2019-07-01	16,31	0,00
2019-07-02	0,00	0,00
2019-07-03	0,00	0,00
2019-07-04	0,00	0,00
2019-07-05	0,00	0,00
2019-07-08	0,00	0,00
2019-07-09	39,77	0,00
2019-07-10	0,00	0,00
2019-07-11	12,96	0,00
2019-07-12	9,42	0,00
2019-07-15	0,00	0,00
2019-07-16	0,00	0,00
2019-07-17	0,00	0,00
2019-07-18	13,19	0,00
2019-07-19	0,00	0,00
2019-07-22	5,44	0,00
2019-07-23	0,00	0,00
2019-07-24	0,00	0,00
2019-07-25	6,35	0,00
2019-07-26	0,00	0,00
2019-07-29	53,54	0,00
2019-07-30	0,00	0,00
2019-07-31	0,00	0,00
2019-08-01	0,00	0,00
2019-08-02	11,37	0,00
2019-08-05	0,00	0,00
2019-08-06	0,00	0,00
2019-08-07	0,00	0,00
2019-08-08	0,00	0,00
2019-08-09	0,00	0,00
2019-08-12	28,17	0,00
2019-08-13	0,00	0,00
2019-08-14	0,00	0,00
2019-08-15	12,35	0,00
2019-08-16	0,00	0,00
2019-08-19	0,00	0,00
2019-08-20	16,58	0,00
2019-08-21	0,00	0,00
2019-08-22	0,00	0,00
2019-08-23	0,00	0,00
2019-08-26	10,44	0,00
2019-08-27	67,15	0,00
2019-08-28	0,00	0,00
2019-08-29	0,00	0,00
2019-08-30	0,00	0,00
2019-09-02	4,54	0,00
2019-09-03	9,73	0,00
2019-09-04	0,00	0,00
2019-09-05	0,00	0,00
2019-09-06	0,00	0,00
2019-09-09	14,73	0,35
2019-09-10	2,04	0,00
2019-09-11	0,00	0,00
2019-09-12	0,00	0,00
2019-09-13	0,00	0,00
2019-09-16	0,00	0,00
2019-09-17	0,58	0,00
2019-09-18	46,38	0,00
2019-09-19	0,00	0,00
2019-09-20	0,00	0,00
2019-09-23	0,00	0,00
2019-09-24	0,00	0,00
2019-09-25	65,26	0,00
2019-09-26	0,93	0,00
2019-09-27	6,31	0,00
2019-09-30	0,00	0,00
2019-10-01	76,21	0,00
2019-10-02	8,97	0,00
2019-10-03	0,00	0,00
2019-10-04	0,00	0,00
2019-10-07	52,28	0,00
2019-10-08	6,52	0,00
2019-10-09	0,00	0,00
2019-10-10	0,00	0,00
2019-10-11	0,00	0,00
2019-10-14	9,04	0,00
2019-10-15	0,00	0,00
2019-10-16	0,00	0,00
2019-10-17	0,00	0,00
2019-10-18	0,00	0,00
2019-10-21	0,00	0,00
2019-10-22	59,45	0,00
2019-10-23	0,00	0,00
2019-10-24	2,94	0,00
2019-10-25	0,00	0,00
2019-10-28	0,00	0,00
2019-10-29	0,00	0,00
2019-10-30	0,00	0,00
2019-10-31	0,00	0,00
2019-11-01	0,00	0,00
2019-11-04	0,00	0,00
2019-11-05	0,00	0,00
2019-11-06	0,00	0,00
2019-11-07	0,00	0,00
2019-11-08	0,00	0,00
2019-11-11	0,00	0,00
2019-11-12	5,43	0,00
2019-11-13	1,89	0,00
2019-11-14	5,75	0,00
2019-11-15	0,00	0,00
2019-11-18	0,00	0,00
2019-11-19	0,00	0,00
2019-11-20	0,00	0,00
2019-11-21	0,00	0,00
2019-11-22	0,00	0,00
2019-11-25	0,00	0,00
2019-11-26	0,00	0,00
2019-11-27	0,00	0,00
2019-11-28	14,79	0,00
2019-11-29	0,00	0,00
2019-12-02	0,00	0,00
2019-12-03	0,00	0,00
2019-12-04	0,00	0,00
2019-12-05	0,00	0,00
2019-12-06	4,17	0,00
2019-12-09	1,30	0,00
2019-12-10	0,00	0,00
2019-12-11	0,00	0,00
2019-12-12	13,52	0,00
2019-12-13	15,75	0,00
2019-12-16	2,66	0,00
2019-12-17	20,16	0,00
2019-12-18	0,00	0,00
2019-12-19	0,00	0,00
2019-12-20	21,93	0,00
2019-12-23	0,00	0,00
2019-12-24	0,00	0,00
2019-12-25	0,00	0,00
2019-12-26	0,00	0,00
2019-12-27	79,66	0,00
2019-12-30	0,00	0,00
2019-12-31	0,00	0,00
2020-01-01	0,00	18,87
2020-01-02	0,00	365,90
2020-01-03	0,00	5598,14
2020-01-06	0,00	7596,57
2020-01-07	0,00	384,61
2020-01-08	15,52	118,42
2020-01-09	27,33	64043,54
2020-01-10	0,00	0,00
2020-01-13	0,00	0,00
2020-01-14	0,00	0,00
2020-01-15	6,10	0,00
2020-01-16	0,00	0,00
2020-01-17	0,00	181,63
2020-01-20	0,00	0,00
2020-01-21	40,28	0,00
2020-01-22	0,00	0,00
2020-01-23	51,52	0,00
2020-01-24	0,00	0,00
2020-01-27	0,00	0,00
2020-01-28	0,00	0,00
2020-01-29	28,98	0,00
2020-01-30	260,99	0,00
2020-01-31	0,00	0,00
2020-02-03	0,00	511,16
2020-02-04	0,00	99,37
2020-02-05	0,00	163,06
2020-02-06	0,00	317,30
2020-02-07	2,72	942,65
2020-02-10	0,00	0,00
2020-02-11	2,75	0,00
2020-02-12	0,00	0,00
2020-02-13	0,00	0,00
2020-02-14	0,00	0,00
2020-02-17	0,00	0,00
2020-02-18	0,00	0,00
2020-02-19	0,00	0,00
2020-02-20	0,00	0,00
2020-02-21	0,00	0,00
2020-02-24	0,00	0,00
2020-02-25	0,00	0,00
2020-02-26	0,00	0,00
2020-02-27	0,00	0,00
2020-02-28	0,00	0,00
2020-03-02	0,00	734,72
2020-03-03	0,00	387,20
2020-03-04	515,99	610,92
2020-03-05	0,00	3887,23
2020-03-06	0,00	1347,92
2020-03-09	0,00	817,16
2020-03-10	0,00	0,00
2020-03-11	0,00	0,00
2020-03-12	1242,08	0,00
2020-03-13	0,00	0,00
2020-03-16	0,00	0,00
2020-03-17	0,00	0,00
2020-03-18	0,00	0,00
2020-03-19	0,00	0,00
2020-03-20	0,00	0,00
2020-03-23	0,00	0,00
2020-03-24	0,00	0,00
2020-03-25	0,00	0,00
2020-03-26	0,00	0,00
2020-03-27	0,00	0,00
2020-03-30	0,00	42832,15
2020-03-31	0,00	0,00
2020-04-01	0,00	72,43
2020-04-02	0,00	34,15
2020-04-03	0,00	365,54
2020-04-06	0,00	19,83
2020-04-07	0,00	35,73
2020-04-08	0,00	85,33
2020-04-09	0,00	157,95
2020-04-10	0,00	0,00
2020-04-13	0,00	0,00
2020-04-14	0,00	0,00
2020-04-15	0,00	0,00
2020-04-16	0,00	0,00
2020-04-17	0,00	0,00
2020-04-20	0,00	0,00
2020-04-21	0,00	0,00
2020-04-22	0,00	0,00
2020-04-23	0,00	7,88
2020-04-24	0,00	9,63
2020-04-27	0,00	0,00
2020-04-28	0,00	0,00
2020-04-29	0,00	0,00
2020-04-30	0,00	0,00
2020-05-01	0,00	2,56
2020-05-04	0,00	0,00
2020-05-05	0,00	4299,61
2020-05-06	0,00	32,41
2020-05-07	0,00	11,75
2020-05-08	0,00	2771,38
2020-05-11	0,00	0,00
2020-05-12	0,00	0,00
2020-05-13	0,00	0,00
2020-05-14	0,00	0,00
2020-05-15	0,00	0,00
2020-05-18	0,00	0,00
2020-05-19	0,00	0,00
2020-05-20	0,00	0,00
2020-05-21	0,00	0,00
2020-05-22	0,00	0,00
2020-05-25	0,00	0,00
2020-05-26	0,00	0,00
2020-05-27	0,00	21,04
2020-05-28	0,00	2,51
2020-05-29	0,00	0,81
2020-06-01	0,00	14,59
2020-06-02	0,00	115,12
2020-06-03	0,00	21,15
2020-06-04	0,00	0,00
2020-06-05	0,00	13,72
2020-06-08	0,00	6,58
2020-06-09	0,00	30,72
2020-06-10	0,00	0,00
2020-06-11	36,38	0,00
2020-06-12	0,00	0,00
2020-06-15	0,00	0,00
2020-06-16	0,00	0,00
2020-06-17	0,00	0,00
2020-06-18	0,00	0,00
2020-06-19	0,00	0,00
2020-06-22	0,00	0,00
2020-06-23	0,00	0,00
2020-06-24	0,00	0,00
2020-06-25	0,00	0,00
2020-06-26	0,00	0,00
2020-06-29	0,00	0,00
2020-06-30	0,00	0,00
2020-07-01	0,00	14,33
2020-07-02	0,00	49,79
2020-07-03	0,00	10,35
2020-07-06	0,00	27,28
2020-07-07	0,00	4,26
2020-07-08	0,00	2,50
2020-07-09	12,73	19,99
2020-07-10	0,00	0,00
2020-07-13	0,00	0,00
2020-07-14	0,00	0,00
2020-07-15	0,00	0,00
2020-07-16	0,00	0,00
2020-07-17	0,00	0,00
2020-07-20	0,00	0,00
2020-07-21	0,00	0,00
2020-07-22	0,00	0,00
2020-07-23	0,00	0,00
2020-07-24	0,00	0,00
2020-07-27	0,00	0,00
2020-07-28	0,00	0,00
2020-07-29	0,00	0,00
2020-07-30	0,00	0,00
2020-07-31	0,00	0,00
2020-08-03	0,00	6,32
2020-08-04	0,00	0,00
2020-08-05	0,00	9,71
2020-08-06	0,00	5,09
2020-08-07	0,00	1,07
2020-08-10	0,00	0,00
2020-08-11	0,00	0,00
2020-08-12	0,00	0,00
2020-08-13	0,00	12,71
2020-08-14	0,00	1,40
2020-08-17	0,00	25,07
2020-08-18	0,00	0,00
2020-08-19	0,00	0,00
2020-08-20	0,00	0,00
2020-08-21	0,00	0,00
2020-08-24	0,00	0,00
2020-08-25	0,00	0,00
2020-08-26	0,00	0,00
2020-08-27	0,00	0,00
2020-08-28	0,00	0,00
2020-08-31	9,98	0,00
2020-09-01	0,00	13,24
2020-09-02	0,00	1,86
2020-09-03	0,00	17,70
2020-09-04	0,00	0,00
2020-09-07	0,00	4,21
2020-09-08	0,00	7,57
2020-09-09	0,00	7,91
2020-09-10	0,00	87,67
2020-09-11	0,00	7,92
2020-09-14	0,00	0,00
2020-09-15	0,00	0,00
2020-09-16	0,00	0,00
2020-09-17	0,00	0,00
2020-09-18	0,00	26,51
2020-09-21	0,00	54,22
2020-09-22	0,00	0,00
2020-09-23	0,00	0,00
2020-09-24	0,00	0,26
2020-09-25	0,00	0,00
2020-09-28	0,00	2,42
2020-09-29	0,00	0,00
2020-09-30	0,00	0,00
2020-10-01	0,00	0,00
2020-10-02	0,00	0,00
2020-10-05	0,00	0,00
2020-10-06	0,00	0,00
2020-10-07	0,00	0,00
2020-10-08	0,00	0,00
2020-10-09	0,00	0,00
2020-10-12	0,00	0,00
2020-10-13	0,00	0,00
2020-10-14	0,00	0,00
2020-10-15	0,00	0,00
2020-10-16	0,00	0,00
2020-10-19	4,43	0,00
2020-10-20	19,20	0,00
2020-10-21	0,00	0,00
2020-10-22	0,00	0,00
2020-10-23	0,00	0,00
2020-10-26	0,00	0,00
2020-10-27	0,00	0,00
2020-10-28	0,00	0,00
2020-10-29	0,00	0,00
2020-10-30	0,00	0,00
2020-11-02	6,41	0,00
2020-11-03	0,00	0,00
2020-11-04	0,00	0,00
2020-11-05	0,00	0,00
2020-11-06	0,00	0,00
2020-11-09	0,00	0,00
2020-11-10	0,00	0,00
2020-11-11	0,00	0,00
2020-11-12	0,00	0,00
2020-11-13	0,00	0,00
2020-11-16	0,00	0,00
2020-11-17	0,00	0,00
2020-11-18	16,32	0,00
2020-11-19	0,00	0,00
2020-11-20	0,00	0,00
2020-11-23	0,00	0,00
2020-11-24	0,00	0,00
2020-11-25	0,00	0,00
2020-11-26	0,00	0,00
2020-11-27	0,00	0,00
2020-11-30	0,00	0,00
2020-12-01	0,00	0,00
2020-12-02	0,00	0,00
2020-12-03	13,54	0,00
2020-12-04	0,00	0,00
2020-12-07	0,00	0,00
2020-12-08	0,00	0,00
2020-12-09	32,45	0,00
2020-12-10	0,00	0,00
2020-12-11	0,00	0,00
2020-12-14	0,00	0,00
2020-12-15	27,26	0,00
2020-12-16	0,00	0,00
2020-12-17	0,00	0,00
2020-12-18	0,00	0,00
2020-12-21	0,00	0,00
2020-12-22	11,17	0,00
2020-12-23	0,00	0,00
2020-12-24	0,00	0,00
2020-12-25	0,00	0,00
2020-12-28	0,00	0,00
2020-12-29	0,00	0,00
2020-12-30	0,00	0,00
2020-12-31	0,00	0,00
2021-01-01	0,00	0,00
2021-01-04	0,00	0,00
2021-01-05	0,00	0,00
2021-01-06	0,00	0,00
2021-01-07	0,00	0,00
2021-01-08	0,00	0,00
2021-01-11	0,00	0,00
2021-01-12	0,00	0,00
2021-01-13	0,00	0,00
2021-01-14	0,00	0,00
2021-01-15	0,00	0,00
2021-01-18	0,00	0,00
2021-01-19	0,00	0,00
2021-01-20	0,00	0,00
2021-01-21	0,00	0,00
2021-01-22	0,00	0,00
2021-01-25	0,00	0,00
2021-01-26	0,00	0,00
2021-01-27	0,00	0,00
2021-01-28	0,00	0,00
2021-01-29	0,00	0,00
2021-02-01	0,00	0,00
2021-02-02	0,00	0,00
2021-02-03	0,00	0,00
2021-02-04	0,00	0,00
2021-02-05	0,00	0,00
2021-02-08	0,00	0,00
2021-02-09	0,00	0,00
2021-02-10	0,00	0,00
2021-02-11	0,00	0,00
2021-02-12	0,00	0,00
2021-02-15	0,00	0,00
2021-02-16	0,00	0,00
